interval_begin;interval_end;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
21600.00;25200.00;-2.0;2.01;0.0;-53.0;13853655#2;0.0;0.0;2.01;-51.0;1.06;120.35;669.4399999999999;-6.67;-0.8;1299.74;118.99000000000001;1317.0
21600.00;25200.00;-3.0;-3.4600000000000004;0.0;-50.0;13853658;0.0;0.0;-3.4600000000000004;-47.0;-1.5599999999999998;-0.22999999999999865;-525.4200000000001;0.08999999999999986;0.019999999999999907;-106.06;-0.1899999999999995;-21.0
21600.00;25200.00;0.0;126.98000000000002;-1.0;-61.0;13853659#0;0.0;0.0;126.98000000000002;-60.0;65.21000000000001;2301.94;34152.72;-4.4799999999999995;-0.8;35293.770000000004;2236.56;34670.0
21600.00;25200.00;-2.0;126.38;0.0;2.0;13853661#0;0.0;0.0;126.38;4.0;63.19;4161.4400000000005;56320.25;-6.84;-0.83;56301.14;4081.0400000000004;54634.0
21600.00;25200.00;-2.0;123.15;-1.0;-52.0;13853661#1;0.0;0.0;123.15;-51.0;59.42999999999999;837.37;15686.419999999998;-2.86;-0.33999999999999997;16021.769999999999;799.63;15932.0
21600.00;25200.00;-2.0;0.39000000000000007;0.0;5.0;13853663;0.0;0.0;0.39000000000000007;7.0;0.19;8.120000000000001;205.36999999999998;-1.87;-0.22999999999999998;107.9;7.920000000000002;93.0
21600.00;25200.00;-2.0;0.0;0.0;-120.0;14108346;0.0;0.0;0.0;-119.0;41.36;605.95;2743.3500000000004;-2.7100000000000004;-0.2;2797.5499999999997;602.37;2867.9
21600.00;25200.00;0.0;0.0;-1.0;-118.0;14108392;0.0;0.0;0.0;-120.0;33.25;51.15;1510.2199999999998;-2.75;-0.19999999999999998;1598.4;35.809999999999995;1686.6
21600.00;25200.00;0.0;76.38;0.0;26.0;14118780#0;0.0;0.0;76.38;26.0;1.5;1.1099999999999999;55.0;-3.78;-0.45;37.91;0.07;25.0
21600.00;25200.00;0.0;117.08000000000001;0.0;-3.0;14118780#1;0.0;0.0;117.08000000000001;-3.0;4.81;10.540000000000001;805.8299999999999;-6.24;-0.75;810.8399999999999;0.10999999999999999;755.0
21600.00;25200.00;0.0;60.390000000000015;0.0;5.0;14118780#2;0.0;0.0;60.390000000000015;4.0;4.7;3.4699999999999998;284.96000000000004;-5.38;-0.64;286.98;2.46;242.0
